date,GoldETF_Invesco_India_Gold_Exchange_Traded_Fund,GoldETF_LIC_MF_Gold_Exchange_Traded_Fund,GoldETF_Tata_Gold_Exchange_Traded_Fund,GoldETF_UTI_GOLD_Exchange_Traded_Fund
2007-05-31,,,,-0.04489488353974325
2007-06-30,,,,-0.012480377293701994
2007-07-31,,,,0.019208891459801203
2007-08-31,,,,0.013696550784239925
2007-09-30,,,,0.06968197453719349
2007-10-31,,,,0.04858767406799913
2007-11-30,,,,0.022944603967251398
2007-12-31,,,,0.044351514520408974
2008-01-31,,,,0.10195708862088892
2008-02-29,,,,0.06158709820143482
2008-03-31,,,,-0.032080098242049826
2008-04-30,,,,-0.06302235900005326
2008-05-31,,,,0.06550471642636357
2008-06-30,,,,0.06793485787544529
2008-07-31,,,,-0.033251973968090875
2008-08-31,,,,-0.05492213209816765
2008-09-30,,,,0.14731800499229286
2008-10-31,,,,-0.14728058016764
2008-11-30,,,,0.1278236485433868
2008-12-31,,,,0.03242075954027168
2009-01-31,,,,0.07290828217503265
2009-02-28,,,,0.06198583046717765
2009-03-31,,,,-0.023193136453141583
2009-04-30,,,,-0.040508884895178454
2009-05-31,,,,0.022180682346627068
2009-06-30,,,,-0.020721483509480332
2009-07-31,,,,0.0077474385136784285
2009-08-31,,,,0.029071723962063922
2009-09-30,,,,0.03360242236999267
2009-10-31,,,,0.01859742497093131
2009-11-30,,,,0.1081839633956676
2009-12-31,,,,-0.053922839975345416
2010-01-31,,,,-0.02618789364421059
2010-02-28,,,,0.02325978136126694
2010-03-31,,,,-0.020641974858088386
2010-04-30,0.041042579658096434,,,0.04109858907727171
2010-05-31,0.07719745478679241,,,0.07732472042077321
2010-06-30,0.02384087239241972,,,0.023845070829646042
2010-07-31,-0.06103990415036442,,,-0.060987773305058446
2010-08-31,0.06809790447944142,,,0.06804829153701264
2010-09-30,0.01277183265899584,,,0.010351126041142855
2010-10-31,0.010047561159996832,,,0.012650761535600186
2010-11-30,0.061566813621598104,,,0.06134261363896898
2010-12-31,-0.0026157465556220227,,,-0.00263839519542719
2011-01-31,-0.03085354034942822,,,-0.03066195862195331
2011-02-28,0.03827421157312161,,,0.03803527509354021
2011-03-31,0.002254190970422787,,,0.002263309991768603
2011-04-30,0.06145689214323813,,,0.0615514133653563
2011-05-31,0.017439536626415952,,,0.017489211129952054
2011-06-30,-0.02588477441836068,,,-0.026057093520270636
2011-07-31,0.054703205652498754,,,0.05495910686312033
2011-08-31,0.15289391487811943,,,0.15343202787052412
2011-09-30,-0.03313043275524219,,,-0.0334087849259328
2011-10-31,0.051759877861665915,,,0.05201186514500922
2011-11-30,0.056973896287874304,,,0.05726638893282621
2011-12-31,-0.056306255800444904,,,-0.056695585224538214
2012-01-31,0.03944311457455929,,,0.03961449860290789
2012-02-29,0.011639677771261958,,,0.011678836923437075
2012-03-31,-0.011748593371917249,,,-0.011980233773253746
2012-04-30,0.02848025871483384,,,0.028245058246664456
2012-05-31,0.011912574971114864,,,0.011852897861889478
2012-06-30,-0.000920409462085714,,,0.000138705896151059
2012-07-31,0.02212538678320697,,,0.020766032228838105
2012-08-31,0.021145757124745534,,,0.020275937105161956
2012-09-30,0.015284626596305806,,,0.0164121836287352
2012-10-31,-0.010198806631365853,,,-0.010299512284008938
2012-11-30,0.013012600383222717,,,0.01291849524918276
2012-12-31,-0.03296948703642821,,,-0.03318802636075313
2013-01-31,-0.0013821707211374434,,,-0.0014209113709831023
2013-02-28,-0.04038947974822282,,,-0.040608269883197656
2013-03-31,0.015209669012072213,,,0.014626931130646836
2013-04-30,-0.08439049956081723,,,-0.0842746599765295
2013-05-31,-0.005965305445787994,,,-0.006117290478343085
2013-06-30,-0.07193463026545699,,,-0.07317317021735181
2013-07-31,0.12019196148404654,,,0.12039824434122148
2013-08-31,0.1816943105197859,,,0.1658733618636461
2013-09-30,-0.10773267277088672,,,-0.09573815144286169
2013-10-31,-0.022082067470663547,,,-0.02211820875403947
2013-11-30,-0.05359827857317878,,,-0.051640856096566656
2013-12-31,-0.0083738071489875,,,-0.04383460009227791
2014-01-31,0.04168604756480354,,,0.042691236557519385
2014-02-28,0.05674212999622341,,,0.05631802958641807
2014-03-31,-0.055189570861379766,,,-0.05102011340791057
2014-04-30,-0.018998258962245496,,,0.0011347990227887905
2014-05-31,-0.03490300162901383,,,-0.04882222714934048
2014-06-30,0.05447656398326273,,,0.05569942539363937
2014-07-31,-0.02478540173443411,,,-0.008378252967818689
2014-08-31,-0.007058005060245787,,,-0.003742214096727925
2014-09-30,-0.04504907504167599,,,-0.04568842571879961
2014-10-31,-0.029214653795888168,,,-0.028068414682988818
2014-11-30,0.015076209623082093,,,0.012053844882604192
2014-12-31,0.02940173455621342,,,0.03578557210504241
2015-01-31,0.02467197103969565,,,0.026206415553343465
2015-02-28,-0.045492347862558735,,,-0.04692893309161783
2015-03-31,-0.010290855902557627,,,-0.01383423384995408
2015-04-30,0.03465578435628047,,,0.03612505485621087
2015-05-31,-0.008543461254401197,,,-0.0042490247826797445
2015-06-30,-0.012242038164797187,,,-0.01549804108356867
2015-07-31,-0.07861066424353236,,,-0.07892208650645682
2015-08-31,0.07560757598880241,,,0.07590540690807579
2015-09-30,-0.007740274963883964,,,-0.007794748686389408
2015-10-31,0.01296854024997307,,,0.012978029250728662
2015-11-30,-0.05854249420440072,,,-0.058629876470252085
2015-12-31,-0.0008704983242584508,,,-0.0007667935714549268
2016-01-31,0.07087652978481751,,,0.07099272359507247
2016-02-29,0.11856747961587932,,,0.11917917328554584
2016-03-31,-0.03277171053915329,,,-0.03247640438257682
2016-04-30,0.032108937045942865,,,0.032559904685463215
2016-05-31,-0.038504123887075026,,,-0.038695616972200586
2016-06-30,0.09229365185002547,,,0.09334176761167501
2016-07-31,0.003435723850411909,,,0.0036340232136653494
2016-08-31,-0.015981389116523248,,,-0.015924314426460584
2016-09-30,0.004029930499336087,,,0.004234371447402463
2016-10-31,-0.04426713895193479,,,-0.04450239198428185
2016-11-30,-0.03932108942787749,,,-0.03753766349145249
2016-12-31,-0.033054404492942724,,,-0.03502130222357258
2017-01-31,0.03261237358830704,,,0.03310741378689319
2017-02-28,0.027454389430601855,,,0.027831859283382165
2017-03-31,-0.036434904750991204,,,-0.03647793728922244
2017-04-30,0.007692591757433087,,,0.007942484658844728
2017-05-31,0.0021032481189446894,,,0.0023390526016582314
2017-06-30,-0.014379052204229859,,,-0.014206012945948032
2017-07-31,-0.004622428208746143,,,-0.004437612662873791
2017-08-31,0.029337165459323078,,,0.029803489749415046
2017-09-30,0.00638848572521189,,,0.0067197489450918635
2017-10-31,-0.021898402368054404,,,-0.02033717179141814
2017-11-30,0.0011895906998489192,,,0.00013356916205919944
2017-12-31,0.0007029800233719907,,,0.0009108517358349388
2018-01-31,0.03216134319274211,,,0.032433772173274145
2018-02-28,0.002876381642217485,,,0.003069277252127467
2018-03-31,0.014388892468978565,,,0.014607290280172602
2018-04-30,0.0058430957702861885,,,0.005983102379372163
2018-05-31,0.0008121073387685751,,,0.002339831521426694
2018-06-30,-0.025955696075415813,,,-0.027277951111297605
2018-07-31,-0.02442890821739141,,,-0.024412563541297172
2018-08-31,0.020014395815323383,,,0.02050889892505925
2018-09-30,0.00438587466020679,,,0.006319984050902949
2018-10-31,0.047697209758226666,,,0.045743665805516365
2018-11-30,-0.053153842307969934,,,-0.05484813013523082
2018-12-31,0.04813759220489611,,,0.05052030921922013
2019-01-31,0.04759868354200192,,,0.0478944970829458
2019-02-28,0.004105785356185443,,,0.004223043683850403
2019-03-31,-0.053651835717001384,,,-0.05368738517249172
2019-04-30,0.0045932338803973405,,,0.00425540753547593
2019-05-31,0.006718774102772551,,,0.007757852543290866
2019-06-30,0.07658891124881073,,,0.07498410380559628
2019-07-31,0.03437251041836853,,,0.034027346182795126
2019-08-31,0.11165100598020405,,,0.11147815983509002
2019-09-30,-0.03913123183338452,,,-0.03750280254742522
2019-10-31,0.01275019384565268,,,0.010093280074601862
2019-11-30,-0.020781180461262094,,,-0.021287677726165244
2019-12-31,0.037458188672953696,,,0.03690470520903033
2020-01-31,0.040725421500704906,,,0.040142298684179734
2020-02-29,0.04087790354041543,,,0.04030171128701299
2020-03-31,0.02836495606036271,,,0.028197793962373208
2020-04-30,0.06676487160991873,,,0.0664624488223231
2020-05-31,0.009806607531954725,,,0.009289026477281359
2020-06-30,0.025210307039323254,,,0.02497690980653733
2020-07-31,0.1009101326449573,,,0.10149695631417832
2020-08-31,-0.0229467412644353,,,-0.0234877659784678
2020-09-30,-0.036339251498136105,,,-0.037484975026369605
2020-10-31,-0.003277390494444976,,,-0.003910399192715075
2020-11-30,-0.03619157669113393,,,-0.03719474532207767
2020-12-31,0.0341191539328507,,,0.03394765791767429
2021-01-31,-0.02209948451617516,,,-0.022834658104688654
2021-02-28,-0.06331185526684757,,,-0.06475749394546737
2021-03-31,-0.040834879673598,,,-0.990407802359249
2021-04-30,0.058711488670554646,,,0.05593963289291892
2021-05-31,0.04343882325243609,,,0.04508129312905518
2021-06-30,-0.04620574724648063,,,-0.04740003335549192
2021-07-31,0.04028416427379322,,,0.040484492205415945
2021-08-31,-0.02599343314210023,,,-0.026957787067845795
2021-09-30,-0.026947435887257898,,,-0.02788000418918557
2021-10-31,0.04076218639987883,,,0.041013794865884634
2021-11-30,0.006873512945255955,,,0.006476471947321594
2021-12-31,-0.000632200040015185,,,-0.0011358337617618508
2022-01-31,-0.007015207753058195,,,-0.007634300488365442
2022-02-28,0.06528371024463198,,,0.06593234281633942
2022-03-31,0.01850806976751329,,,0.018354146769805846
2022-04-30,0.0034925629406885594,,,0.003024632643809033
2022-05-31,-0.019058766771132496,,,-0.019938714873496854
2022-06-30,-0.007350290064446874,,,-0.0079555268191005
2022-07-31,0.010749853255644926,,,0.010482777480259386
2022-08-31,-0.0029416016656188537,,,-0.0035001071231239855
2022-09-30,-0.0187209543195489,,,-0.01946078309340238
2022-10-31,-0.00790814021085906,,,-0.008348258798330788
2022-11-30,0.06096057423112633,,,0.06145742900567219
2022-12-31,0.04212775531829349,,,0.04255874330120246
2023-01-31,0.03511518863706575,,,0.03561175364540925
2023-02-28,-0.032775017533285156,,,-0.03325189432018738
2023-03-31,0.07655968664898594,,,0.07760598294189336
2023-04-30,0.0024928404079724853,,,0.0025401491728431758
2023-05-31,-0.0003861380475649323,,,-0.0004064052579895172
2023-06-30,-0.03536458265789433,,,-0.03577042189955959
2023-07-31,0.024811676944732852,,,0.02510147921592676
2023-08-31,-0.002166119642412756,-0.0020325201761051126,,-0.0022219598118518036
2023-09-30,-0.029345119480166715,-0.029465245521783423,,-0.02967566831893098
2023-10-31,0.06545060344593057,0.06619543777961745,,0.06625252065309306
2023-11-30,0.016239651119212217,0.016533889860481876,,0.016519613824238055
2023-12-31,0.007811652135064406,0.012235123635713663,,0.012138193862260005
2024-01-31,-0.005785364231795542,-0.009922622008320947,,-0.009985824539297639
2024-02-29,-0.006474856626735637,-0.009004802933441636,0.00131519127102675,-0.00901781101902388
2024-03-31,0.07942984213880555,0.09062455601389008,0.07937537498581126,0.0907456304371641
2024-04-30,0.06891060223845935,0.05850223449092207,0.050387596899224896,0.05798747714301555
2024-05-31,0.0012491749243799255,0.005039669781637057,0.022726622615063308,0.005047529263885631
2024-06-30,-0.008781854259599209,-0.006831331995654999,-0.011523347364593595,-0.006927481288961035
2024-07-31,-0.029798708795669593,-0.0393762701887842,-0.030686303637366796,-0.0391671668126109
2024-08-31,0.038833530410656625,0.04310466733821783,0.03650348833814987,0.04312067679631082
2024-09-30,0.042865266234840105,0.04715430523369224,0.043455607970147136,0.04674551662868143
2024-10-31,0.0535598779160793,0.05355315365025004,0.05237446188310546,0.05375804580992671
2024-11-30,-0.03785818638174243,-0.03773351306893835,-0.032776794644918006,-0.03788082181417973
2024-12-31,-0.005060590434025403,-0.0031022003392802144,-0.004176278736775174,-0.004777769726607928
2025-01-31,0.07563962095839716,0.0741140336751478,0.07542170920371194,0.07625671928492861
2025-02-28,0.03329535836630404,0.03235107652451008,0.026852035257997287,0.03697988934244534
2025-03-31,0.06520585777772459,0.06484645426333402,0.05363795286032924,0.04935123700808397
2025-04-30,0.0472768206217562,0.049213546558087407,0.05007208732864954,0.06241112799816939
2025-05-31,0.0025768832835781907,0.0014863053931801762,0.025280592786313782,0.005000087152913446
2025-06-30,0.004228099036982513,0.0032304361964226036,-0.006695716866829682,-1.4866167328819735e-05
2025-07-31,0.028481523950157017,0.024994713572787042,0.03825165846351375,0.028726817725690523
2025-08-31,0.032004452537201855,0.03768203170533724,0.03025712371824585,0.03230938199229727
2025-09-30,0.12799414859807778,0.12511995279639532,0.12270558461953973,0.12560676709359586
2025-10-31,0.05176642608067206,0.05696650382045365,0.049893975302482074,0.05660715655243487
2025-11-30,0.042676814080788716,0.04495674461066135,0.039953156027767056,0.04310164718483711
2025-12-31,0.04194525574889307,0.035682576293760926,0.06751750363128961,0.041083691683302836
2026-01-31,0.25923329192340017,0.19812592408963337,0.20924170616113735,0.23428344845090332
2026-02-28,-0.045298521045889606,0.01539146445021844,-0.029950756354579555,-0.020420618641196486
2026-03-31,-0.07721508255204279,-0.9909538920434865,-0.0770649376038578,-0.08734758397915443
2026-04-30,-0.9897779002926413,0.03268618574934479,0.024048747078635024,0.02868995368680216
2026-05-31,0.04013882031995508,0.040170344859883134,0.03998345227014166,0.040431850227415245
2026-06-30,-0.09434099182219102,-0.0954626955694623,-0.09352002864075726,-0.09489011459652608
